State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Himachal Pradesh,Mandi,Mandi(Mandi),Mango,Other,Medium,09-05-2025,5000,6000,5500
Himachal Pradesh,Mandi,Mandi(Mandi),Mashrooms,Mashrooms,FAQ,09-05-2025,17000,17500,17500
Himachal Pradesh,Mandi,Mandi(Takoli),Cabbage,Other,FAQ,09-05-2025,800,1000,1000
Himachal Pradesh,Mandi,Mandi(Takoli),Cauliflower,Other,FAQ,09-05-2025,1000,2200,1800
Himachal Pradesh,Mandi,Mandi(Takoli),Potato,Other,FAQ,09-05-2025,1000,1200,1200
Himachal Pradesh,Shimla,Rohroo,Coriander(Leaves),Coriander,FAQ,09-05-2025,3000,4000,3000
Himachal Pradesh,Shimla,Rohroo,Cucumbar(Kheera),Cucumbar,FAQ,09-05-2025,2000,4000,3000
Himachal Pradesh,Shimla,Rohroo,Ginger(Green),Green Ginger,FAQ,09-05-2025,5000,6000,5000
Himachal Pradesh,Shimla,Rohroo,Grapes,Annabesahai,Medium,09-05-2025,9000,10000,9000
Himachal Pradesh,Shimla,Shimla,Cauliflower,Other,FAQ,09-05-2025,3500,4400,3500
Himachal Pradesh,Shimla,Shimla,Chikoos(Sapota),Other,Medium,09-05-2025,5000,6000,5000
Himachal Pradesh,Shimla,Shimla,Cucumbar(Kheera),Cucumbar,FAQ,09-05-2025,1000,2000,1500
Himachal Pradesh,Shimla,Shimla,Elephant Yam (Suran),Elephant Yam (Suran),FAQ,09-05-2025,10000,12000,10000
Himachal Pradesh,Shimla,Shimla,Orange,Darjeeling,Medium,09-05-2025,12000,15000,12000
Himachal Pradesh,Shimla,Shimla,Pineapple,Other,Medium,09-05-2025,5000,6500,5500
Himachal Pradesh,Shimla,Shimla,Water Melon,Water Melon,Medium,09-05-2025,1000,1500,1000
Himachal Pradesh,Shimla,Shimla and Kinnaur(Rampur),Beetroot,Beetroot,FAQ,09-05-2025,3000,3500,3200
Himachal Pradesh,Shimla,Shimla and Kinnaur(Rampur),Cauliflower,Other,FAQ,09-05-2025,3000,4000,3500
Himachal Pradesh,Shimla,Shimla and Kinnaur(Rampur),Spinach,Other,FAQ,09-05-2025,2000,2500,2200
Himachal Pradesh,Shimla,Shimla and Kinnaur(Theog),Peas Wet,Other,FAQ,09-05-2025,4500,6500,5000
Himachal Pradesh,Sirmore,Paonta Sahib,Cabbage,Other,FAQ,09-05-2025,1000,1200,1100
Himachal Pradesh,Sirmore,Paonta Sahib,Cucumbar(Kheera),Other,FAQ,09-05-2025,1200,1400,1300
Himachal Pradesh,Sirmore,Paonta Sahib,French Beans (Frasbean),Other,FAQ,09-05-2025,4000,4500,4200
Himachal Pradesh,Sirmore,Paonta Sahib,Ginger(Green),Other,FAQ,09-05-2025,5000,7000,6000
Himachal Pradesh,Sirmore,Paonta Sahib,Lemon,Other,FAQ,09-05-2025,10000,12000,11000
Himachal Pradesh,Sirmore,Paonta Sahib,Onion,Other,FAQ,09-05-2025,1000,1500,1200
Himachal Pradesh,Solan,Solan,Cabbage,Other,FAQ,09-05-2025,500,700,600
Himachal Pradesh,Solan,Solan,Ginger(Green),Other,FAQ,09-05-2025,5000,6000,5500
Himachal Pradesh,Solan,Solan,Jack Fruit,Jack Fruit,Medium,09-05-2025,6000,7000,7000
Himachal Pradesh,Solan,Solan,Mousambi(Sweet Lime),Other,Medium,09-05-2025,3800,4800,4500
Himachal Pradesh,Solan,Solan,Pomegranate,Other,Medium,09-05-2025,8000,11000,10000
Himachal Pradesh,Solan,Solan,Potato,Other,FAQ,09-05-2025,700,1700,1100
Himachal Pradesh,Solan,Solan,Pumpkin,Other,FAQ,09-05-2025,800,1000,900
Himachal Pradesh,Solan,Solan,Tomato,Other,FAQ,09-05-2025,600,1300,1000
Himachal Pradesh,Solan,Solan(Nalagarh),Bottle gourd,Other,FAQ,09-05-2025,1200,1500,1400
Himachal Pradesh,Solan,Solan(Nalagarh),Cabbage,Other,FAQ,09-05-2025,800,1000,900
Himachal Pradesh,Solan,Solan(Nalagarh),Green Chilli,Other,FAQ,09-05-2025,2500,3000,2800
Himachal Pradesh,Solan,Solan(Nalagarh),Onion,Other,FAQ,09-05-2025,1200,1500,1300
Himachal Pradesh,Solan,Solan(Nalagarh),Tomato,Other,FAQ,09-05-2025,1200,1400,1300
Himachal Pradesh,Una,Santoshgarh,Banana,Other,Large,09-05-2025,2900,3400,3100
Himachal Pradesh,Una,Santoshgarh,Bhindi(Ladies Finger),Bhindi,FAQ,09-05-2025,3000,3000,3000
Himachal Pradesh,Una,Santoshgarh,Brinjal,Round/Long,FAQ,09-05-2025,800,1000,900
Himachal Pradesh,Una,Santoshgarh,Capsicum,Capsicum,FAQ,09-05-2025,2000,2200,2100
Himachal Pradesh,Una,Santoshgarh,Ginger(Green),Green Ginger,FAQ,09-05-2025,5200,5300,5250
Himachal Pradesh,Una,Santoshgarh,Mango,Other,Large,09-05-2025,6000,6000,6000
Himachal Pradesh,Una,Santoshgarh,Peas Wet,Peas Wet,FAQ,09-05-2025,5800,5800,5800
Himachal Pradesh,Una,Santoshgarh,Potato,Jyoti,FAQ,09-05-2025,800,900,850
Himachal Pradesh,Una,Santoshgarh,Pumpkin,Pumpkin,FAQ,09-05-2025,700,1000,850
Himachal Pradesh,Una,Una,Apple,Other,Medium,09-05-2025,15000,22000,19000
Himachal Pradesh,Una,Una,Bhindi(Ladies Finger),Bhindi,FAQ,09-05-2025,3000,3500,3250
Himachal Pradesh,Una,Una,Bitter gourd,Bitter Gourd,FAQ,09-05-2025,1000,1800,1400
Himachal Pradesh,Una,Una,Brinjal,Brinjal,FAQ,09-05-2025,1400,1600,1500
Himachal Pradesh,Una,Una,French Beans (Frasbean),Other,FAQ,09-05-2025,4000,5000,4500
Himachal Pradesh,Una,Una,Ginger(Green),Green Ginger,FAQ,09-05-2025,6000,8000,7000
Himachal Pradesh,Una,Una,Green Chilli,Green Chilly,FAQ,09-05-2025,2200,3000,2600
Himachal Pradesh,Una,Una,Orange,Other,Medium,09-05-2025,10000,11000,10500
Himachal Pradesh,Una,Una,Water Melon,Water Melon,Medium,09-05-2025,800,1500,1200
Jammu and Kashmir,Anantnag,Ashahipora (Anantnagh),Capsicum,Other,FAQ,09-05-2025,3800,4200,4000
Jammu and Kashmir,Anantnag,Ashahipora (Anantnagh),Karbuja(Musk Melon),Karbhuja,Large,09-05-2025,2100,2300,2200
Jammu and Kashmir,Anantnag,Ashahipora (Anantnagh),Mango,Other,Large,09-05-2025,5500,6000,5750
Jammu and Kashmir,Jammu,Batote,Apple,Other,Medium,09-05-2025,7000,9000,8000
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Brinjal,Other,FAQ,09-05-2025,1000,1200,1100
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Lotus Sticks,Lotus Sticks,FAQ,09-05-2025,5500,6500,6000
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Mango,Totapuri,Medium,09-05-2025,4000,4500,4250
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Mousambi(Sweet Lime),Other,Medium,09-05-2025,4200,4400,4300
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Pineapple,Pine Apple,Medium,09-05-2025,4000,7000,5500
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Round gourd,Other,FAQ,09-05-2025,1300,1500,1400
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Spinach,Other,FAQ,09-05-2025,1800,2000,1900
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Tender Coconut,Tender Coconut,Medium,09-05-2025,5400,5600,5500
Jammu and Kashmir,Kathua,Kathua,Bitter gourd,Other,FAQ,09-05-2025,1000,1500,1250
Jammu and Kashmir,Kathua,Kathua,Bottle gourd,Other,FAQ,09-05-2025,1000,1200,1100
Jammu and Kashmir,Kathua,Kathua,Cabbage,Other,FAQ,09-05-2025,400,600,500
Jammu and Kashmir,Kathua,Kathua,Carrot,Other,FAQ,09-05-2025,1400,1500,1450
Jammu and Kashmir,Kathua,Kathua,Grapes,Green,Medium,09-05-2025,8000,8500,8250
Jammu and Kashmir,Kathua,Kathua,Green Chilli,Other,FAQ,09-05-2025,1800,2000,1900
Jammu and Kashmir,Kathua,Kathua,Mango,Safeda,Medium,09-05-2025,5000,6000,5500
Jammu and Kashmir,Kathua,Kathua,Round gourd,Other,FAQ,09-05-2025,1700,1800,1750
Jammu and Kashmir,Rajouri,Rajouri (F&V),Bitter gourd,Other,FAQ,09-05-2025,6500,6700,6600
Jammu and Kashmir,Rajouri,Rajouri (F&V),Cabbage,Other,FAQ,09-05-2025,1500,1700,1600
Jammu and Kashmir,Srinagar,Parimpore,Coriander(Leaves),Other,FAQ,09-05-2025,1800,2000,1900
Jammu and Kashmir,Srinagar,Parimpore,Green Chilli,Other,FAQ,09-05-2025,2800,3000,2900
Jammu and Kashmir,Srinagar,Parimpore,Lemon,Other,FAQ,09-05-2025,8000,8400,8200
Jammu and Kashmir,Srinagar,Parimpore,Onion,Nasik,FAQ,09-05-2025,2200,2400,2300
Jammu and Kashmir,Srinagar,Parimpore,Potato,Other,FAQ,09-05-2025,1200,1400,1300
Jammu and Kashmir,Srinagar,Parimpore,Raddish,Other,FAQ,09-05-2025,1300,1500,1400
Jammu and Kashmir,Udhampur,Udhampur,Banana,Banana - Ripe,Medium,09-05-2025,4200,4600,4400
Jammu and Kashmir,Udhampur,Udhampur,Potato,Other,FAQ,09-05-2025,1000,1400,1200
Karnataka,Bangalore,Ramanagara,Brinjal,Brinjal,FAQ,09-05-2025,800,1600,1200
Karnataka,Bangalore,Ramanagara,Capsicum,Capsicum,FAQ,09-05-2025,2400,3600,3000
Karnataka,Bangalore,Ramanagara,Cauliflower,Cauliflower,FAQ,09-05-2025,2400,3200,3000
Karnataka,Bangalore,Ramanagara,Green Chilli,Green Chilly,FAQ,09-05-2025,2000,4000,3000
Karnataka,Bangalore,Ramanagara,Tomato,Tomato,FAQ,09-05-2025,800,1200,1000
Karnataka,Belgaum,Sankeshwar,Rice,Other,FAQ,09-05-2025,4200,4964,4500
Karnataka,Chamrajnagar,Chamaraj Nagar,Beetroot,Beetroot,FAQ,09-05-2025,800,1000,900
Karnataka,Chamrajnagar,Chamaraj Nagar,Cucumbar(Kheera),Cucumbar,FAQ,09-05-2025,1000,1500,1300
Karnataka,Chamrajnagar,Chamaraj Nagar,Gur(Jaggery),Achhu,FAQ,09-05-2025,4900,4900,4900
Karnataka,Chamrajnagar,Chamaraj Nagar,Knool Khol,Knool Khol,FAQ,09-05-2025,1500,2000,1750
Karnataka,Chamrajnagar,Chamaraj Nagar,Raddish,Raddish,FAQ,09-05-2025,800,1000,900
Karnataka,Kalburgi,Kalburgi,Bajra(Pearl Millet/Cumbu),Local,FAQ,09-05-2025,1700,2400,1900
Karnataka,Kalburgi,Kalburgi,Beans,Beans (Whole),FAQ,09-05-2025,2500,3500,3000
Karnataka,Kalburgi,Kalburgi,Bhindi(Ladies Finger),Bhindi,FAQ,09-05-2025,1000,2000,1500
Karnataka,Kalburgi,Kalburgi,Brinjal,Brinjal,FAQ,09-05-2025,1500,2500,2000
Karnataka,Kalburgi,Kalburgi,Safflower,Safflower,FAQ,09-05-2025,7000,7600,7300
Karnataka,Karwar(Uttar Kannad),Haliyala,Maize,Hybrid/Local,FAQ,09-05-2025,2300,2300,2300
Karnataka,Kolar,Bangarpet,Papaya,Papaya,Medium,09-05-2025,1000,2000,1500
Karnataka,Mangalore(Dakshin Kannad),Belthangdi,Arecanut(Betelnut/Supari),Cqca,FAQ,09-05-2025,17000,28000,17000
Karnataka,Mangalore(Dakshin Kannad),Belthangdi,Arecanut(Betelnut/Supari),New Variety,FAQ,09-05-2025,22000,44500,28400
Karnataka,Raichur,Raichur,Cowpea (Lobia/Karamani),Cowpea (Whole),FAQ,09-05-2025,3565,5829,5369
Karnataka,Shimoga,Shimoga,Arecanut(Betelnut/Supari),Bette,FAQ,09-05-2025,49000,59299,57399
Karnataka,Shimoga,Shimoga,Bengal Gram(Gram)(Whole),Jawari/Local,FAQ,09-05-2025,5600,6300,5950
Karnataka,Shimoga,Shimoga,Raddish,Raddish,FAQ,09-05-2025,1800,2000,1900
Kerala,Alappuzha,Aroor,Cowpea(Veg),Other,FAQ,09-05-2025,5000,5200,5100
Kerala,Alappuzha,Chengannur,Banana - Green,Banana - Green,FAQ,09-05-2025,5300,5600,5500
Kerala,Alappuzha,Chengannur,Cabbage,Other,FAQ,09-05-2025,2900,3200,3000
Kerala,Alappuzha,Chengannur,Cauliflower,Other,FAQ,09-05-2025,0,0,5000
Kerala,Alappuzha,Chengannur,Cowpea(Veg),Cowpea (Veg),FAQ,09-05-2025,3900,4200,4000
Kerala,Alappuzha,Chengannur,Onion,Small,FAQ,09-05-2025,4800,5300,5000
Kerala,Alappuzha,Chengannur,Tomato,Tomato,FAQ,09-05-2025,2800,3100,3000
Kerala,Alappuzha,Cheriyanadu  VFPCK,Cowpea(Veg),Cowpea (Veg),FAQ,09-05-2025,4500,5500,5000
Kerala,Alappuzha,Harippad,Amphophalus,Other,FAQ,09-05-2025,5000,5500,5000
Kerala,Alappuzha,Harippad,Ashgourd,Other,FAQ,09-05-2025,3000,3500,3000
Kerala,Alappuzha,Harippad,Ginger(Green),Other,FAQ,09-05-2025,5000,5500,5000
Kerala,Alappuzha,Kayamkulam,Banana - Green,Other,FAQ,09-05-2025,2400,2600,2500
Kerala,Alappuzha,Kayamkulam,Bitter gourd,Other,FAQ,09-05-2025,7100,7300,7200
Kerala,Alappuzha,Kayamkulam,Cucumbar(Kheera),Other,FAQ,09-05-2025,700,900,800
Kerala,Alappuzha,Mannar,Bhindi(Ladies Finger),Other,FAQ,09-05-2025,3200,3400,3300
Kerala,Alappuzha,Mannar,Brinjal,Other,FAQ,09-05-2025,3000,3200,3100
Kerala,Alappuzha,Mannar,Capsicum,Other,FAQ,09-05-2025,6200,6400,6300
Kerala,Alappuzha,Mannar,Onion,Small,FAQ,09-05-2025,4000,4200,4100
Kerala,Alappuzha,Mannar,Pumpkin,Other,FAQ,09-05-2025,2000,2200,2100
Kerala,Alappuzha,Mannar,Tomato,Other,FAQ,09-05-2025,3000,3200,3100
Kerala,Alappuzha,Thazhakkara  VFPCK,Tapioca,Tapioca,FAQ,09-05-2025,2500,4000,3500
Kerala,Ernakulam,Aluva,Ashgourd,Ashgourd,FAQ,09-05-2025,900,2000,1500
Kerala,Ernakulam,Aluva,Brinjal,Brinjal,FAQ,09-05-2025,2000,4000,3000
Kerala,Ernakulam,Aluva,Green Chilli,Green Chilly,FAQ,09-05-2025,1800,4000,2900
Kerala,Ernakulam,Angamaly,Ashgourd,Ashgourd,FAQ,09-05-2025,1800,3000,2500
Kerala,Ernakulam,Angamaly,Cabbage,Cabbage,FAQ,09-05-2025,2600,4000,3500
Kerala,Ernakulam,Angamaly,Garlic,Average,FAQ,09-05-2025,12000,14000,13000
Kerala,Ernakulam,Angamaly,Pumpkin,Pumpkin,FAQ,09-05-2025,1800,3000,2500
Kerala,Ernakulam,Angamaly,Tapioca,Tapioca,FAQ,09-05-2025,3000,4000,3500
Kerala,Ernakulam,Ernakulam,Amaranthus,Amaranthus,FAQ,09-05-2025,2400,3000,2600
Kerala,Ernakulam,Ernakulam,Ashgourd,Ashgourd,FAQ,09-05-2025,1200,1600,1400
Kerala,Ernakulam,Ernakulam,Banana,Palayamthodan,Medium,09-05-2025,2300,2800,2600
Kerala,Ernakulam,Keezhampara VFPCK,Tapioca,Other,FAQ,09-05-2025,2000,2000,2000
Kerala,Ernakulam,Koovapadi VFPCK,Banana,Robusta,Large,09-05-2025,1400,1800,1600
Kerala,Ernakulam,North Paravur,Amla(Nelli Kai),Amla,FAQ,09-05-2025,4500,5500,5000
Kerala,Ernakulam,North Paravur,Bhindi(Ladies Finger),Bhindi,FAQ,09-05-2025,2500,3000,2800
Kerala,Ernakulam,North Paravur,Colacasia,Colacasia,FAQ,09-05-2025,5000,6000,5500
Kerala,Ernakulam,North Paravur,French Beans (Frasbean),French Beans (Frasbean),FAQ,09-05-2025,7000,8000,7500
Kerala,Ernakulam,North Paravur,Garlic,Average,FAQ,09-05-2025,11500,16000,13000
Kerala,Ernakulam,North Paravur,Ginger(Green),Green Ginger,FAQ,09-05-2025,5000,6000,5500
Kerala,Ernakulam,North Paravur,Indian Beans (Seam),Indian Beans (Seam),FAQ,09-05-2025,4000,5000,4500
